STATION CODE,LOCATIONS,STATE,Temp,PH,Conductivity,BOD,NI,Fec_col,Tot_col,DO
2513.0,"KHARDA CANAL NORTH 24 PARGANAS, NEAR JAYSHREE CHEMICAL INDUSTRY",WEST BENGAL,28.04,7.08,916.75,80.4,0.41,260000000.0,390000000.0,0.0
3052.0,"GUNTATHIPPA DRAIN B/C WITH RYVES CANAL AT RAMAVARAPPADU,  KRISHNA",ANDHRA PRADESH,22.73,7.0,1736.36,3.05,1.25,5.27,2572.73,2.33
3053.0,"TULIA BAGH DRAIN AT VEMULAVADA,  EAST GODAVARI",ANDHRA PRADESH,26.27,7.35,12023.3,1.58,1.77,3.45,547.36,5.8
3054.0,"OUTLET OF ASH POND EFFLUENTS OF M/S.NTPC, RAMAGUNDAM,  KARIMNAGAR",ANDHRA PRADESH,29.67,9.51,1169.0,12.49,0.37,264.0,1600.0,3.28
3055.0,"TREATED EFFLUENTS OF 339 MLD STP, AMBERPET, HYDERABAD BEFORE JOINING TO MUSI,  HYDERABAD",ANDHRA PRADESH,27.22,7.66,1501.27,32.89,17.75,388.33,1425.0,1.36
3056.0,"OUTLET OF STP, LANGARHOUSE LAKE,  RANGA REDDY",ANDHRA PRADESH,27.25,7.93,1352.0,16.19,38.18,733.33,1333.75,2.68
3057.0,"OUTLET OF STP, NAGOLE ON RIVER MUSI,  RANGA REDDY",ANDHRA PRADESH,27.6,7.86,1116.36,23.0,20.99,263.0,534.38,3.99
3058.0,"OUTLET OF STP, KHAIRATABAD ON HUSSAINSAGAR LAKE, RANGA REDDY",ANDHRA PRADESH,26.71,7.38,962.0,28.57,10.18,828.33,1142.86,3.3
3059.0,"OUTLET OF STP, SAFILGUDA LAKE, RANGA REDDY",ANDHRA PRADESH,27.38,7.78,1631.7,26.14,9.7,345.0,1483.33,2.06
3060.0,"OUTLET OF STP, DURGAM CHERUVU, RANGAREDDY",ANDHRA PRADESH,24.43,8.12,1691.11,12.68,3.86,365.0,1600.0,2.59
3061.0,"OUTLET OF STP, NALLACHERUVU ON MUSI,  RANGAREDDY",ANDHRA PRADESH,27.4,7.71,1733.5,36.83,14.93,195.0,565.0,2.83
3062.0,"OUTLET OF STP, SAROOR NAGAR, RANGAREDDY",ANDHRA PRADESH,27.7,7.68,1779.45,25.0,15.35,733.33,1271.88,2.31
3063.0,"OUTLET OF STP ON RIVER GODAVARI AT MANCHERIAL,  ADILABAD",ANDHRA PRADESH,27.64,7.61,1573.64,60.36,8.18,115.64,376.36,3.79
3064.0,"OUTLET OF 4MLD STP ON RIVER GODAVARI AT RAMAGUNDAM,  KARIMNAGAR",ANDHRA PRADESH,29.5,7.92,1408.0,32.8,2.68,430.0,900.0,0.38
3065.0,"OUTLET OF 14MLD STP ON GODAVARI, RAMAGUNDAM,  KARIMNAGAR",ANDHRA PRADESH,30.1,7.8,1189.1,42.61,3.36,643.33,1600.0,1.37
3066.0,"OUTLET OF STP ON GODAVARI, BHADRACHALAM,  KHAMMAM",ANDHRA PRADESH,20.73,6.88,1114.36,3.3,1.12,5.09,2118.18,1.92
3067.0,"OUTLET OF STP ON GODAVARI, RAJAHMUNDRY,  EAST GODAVARI",ANDHRA PRADESH,25.36,7.55,298.55,1.13,1.12,11.45,2085.45,5.85
2047.0,N-CHOE (ATTAWA CHOE),CHANDIGARH,23.25,7.3,740.38,122.5,1.08,,,2.57
2048.0,PATIALA KI RAO,CHANDIGARH,23.25,7.56,944.5,164.88,1.27,,,1.6
2049.0,SUKHNA CHOE,CHANDIGARH,23.13,7.41,797.0,92.63,0.41,,,1.9
1379.0,"DRAIN NO. 8,PEOMANI HARI VILLAGE,SONEPAT",HARYANA,,,,,,1100.0,2200.0,
2178.0,CHIKHALI NALLAH MEETS GODAVARI RIVER.,MAHARASHTRA,24.8,7.22,1079.33,14.09,12.52,224.55,341.91,3.75
2782.0,"RABODI NALLAH, RABODI, THANE",MAHARASHTRA,28.5,7.2,602.73,100.29,1.73,1112.08,1280.0,2.1
2783.0,"COLOUR CHEMICAL NALLAH, VILLAGE- MAJIWADA, THANE",MAHARASHTRA,28.5,7.37,4585.0,44.53,2.2,1013.75,1295.83,1.99
2784.0,"SANDOZ NALLAH, SANDOZBAUG, THANE",MAHARASHTRA,28.45,7.38,1290.47,55.18,1.81,872.73,1178.18,2.1
2785.0,"BPT NAVAPUR (DISCHARGE FROM MIDC TARAPUR), NAVAPUR, PALGHAR, THANE",MAHARASHTRA,27.73,6.9,6627.64,320.46,4.57,1027.73,1236.36,
2786.0,TARAPUR MIDC NALLA ( NEAR SUMP 1),MAHARASHTRA,27.64,6.25,3622.82,238.55,3.45,1065.0,1235.91,2.25
2787.0,"TARAPUR MIDC NALLA (NEAR SUMP 2), TARAPUR, PALGHAR, THANE",MAHARASHTRA,28.0,7.0,4714.56,297.33,2.72,1071.25,1159.38,6.8
2788.0,"TARAPUR MIDC NALLA (NEAR SUMP 3), MIDC TARAPUR, PALGHAR, THANE",MAHARASHTRA,28.2,5.22,6219.8,446.0,4.05,1104.0,1210.0,2.4
2789.0,"NALLA AT D/S ALKAI MANDIR, SOLAPUR, VILLAGE-ALKAI, TAL: MALSHIRAJ, DIST: SOLAPUR",MAHARASHTRA,33.67,7.77,1394.52,14.47,1.08,245.42,1425.0,3.03
2790.0,PIMPAL-PANERI NALLA  AT RATNAGIRI NEAR FINOLEX INDUSTRIES AT YAHGANIGAON.,MAHARASHTRA,28.56,6.86,1272.96,3.6,1.62,5.44,138.89,6.37
1509.0,"ETAWAH DRAIN, ETAWAH",UTTAR PRADESH,,,,,,170000.0,330000.0,
1898.0,"PETROL PUMP OPP. HERO CYCLE, LUDHIANA",PUNJAB,,7.0,,,1.0,,,
1899.0,"BHAGWAN SINGH, H.NO.907, DASMESH NAGAR, GALI NO. 6, LUDHIANA",PUNJAB,,7.0,,,1.0,,,
1900.0,"GURCHAARAN SINGH HAIBOWAL DAIRY COMPLEX, LUDHIANA",PUNJAB,,7.0,,,1.0,,,
1901.0,"DUSSHERA GROUND INDUSTRIAL ESTATE, LUDHIANA",PUNJAB,,7.0,,,1.0,,,
1902.0,"SHUKLA TEA STAL POINT, LUDHIANA",PUNJAB,,7.0,,,1.0,,,
1903.0,"PUNJAB AGRICULTUREAL UNIVERSITY, LUDHIANA",PUNJAB,,7.0,,,1.05,,,
1194.0,KRISHNA AT MAHABALESHWAR DHOM DAM NEAR KOINA DAM,MAHARASHTRA,23.11,7.73,140.12,4.2,0.22,27.08,215.83,5.87
1153.0,KRISHNA AT RAJAPUR WEIR,MAHARASHTRA,27.17,7.53,497.18,3.11,1.05,7.18,161.82,6.62
36.0,"KRISHNA AT KRISHNA BRIDGE, KARAD",MAHARASHTRA,23.21,7.74,205.38,6.79,0.25,245.83,1783.33,5.26
1906.0,KRISHNA D/S OF ISLAMPUR,MAHARASHTRA,22.75,7.83,455.88,4.87,2.62,5.75,154.17,6.67
37.0,KRISHNA AT SANGLI,MAHARASHTRA,22.92,7.81,773.86,3.15,2.34,5.75,149.17,6.53
1310.0,KRISHNA AT KURUNDWAD IN KOLHAPUR,MAHARASHTRA,27.17,7.57,556.13,3.58,1.56,6.83,162.5,6.57
2187.0,KRISHNA AT KSHETRA MAHULI.,MAHARASHTRA,21.65,7.86,435.18,7.27,0.25,218.33,1558.33,4.87
2188.0,"KRISHNA AT KRISHNA-VENNA SANGAM, MAHULI",MAHARASHTRA,21.12,7.97,407.81,6.87,0.28,237.08,1716.67,4.99
2190.0,KRISHNA RIVER AT WAI.,MAHARASHTRA,23.17,7.85,323.77,8.05,0.3,178.33,1441.67,4.53
1182.0,KRISHNA AT U/S OF UGARKHURD BARRAGE,KARNATAKA,25.64,8.51,689.09,2.07,3.9,571.82,1274.55,6.55
1889.0,KRISHNA - ANKALI BRIDGE ALONG CHIKKODI KAGWAD ROAD,KARNATAKA,24.82,8.52,668.18,1.88,6.02,619.46,1418.18,6.76
1181.0,KRISHNA AT D/S OF NARAYANPURA DAM,KARNATAKA,27.86,8.16,440.0,1.5,2.22,229.36,565.46,5.47
1170.0,KRISHNA AT D/S OF DEVASAGAR BDG.,KARNATAKA,29.67,8.32,,2.13,0.51,606.67,1250.0,7.02
1028.0,KRISHNA AT TINTINI BRIDGE,KARNATAKA,30.0,8.22,,1.34,0.58,118.33,306.67,7.11
2781.0,KRISHNA AT D/S OF ALAMATTI DAM,KARNATAKA,27.77,8.19,460.0,1.7,0.58,354.55,860.0,5.65
1784.0,"KRISHNA AT THANGADI , MAHABOOBNAGAR",ANDHRA PRADESH,28.45,7.99,766.46,8.78,0.63,101.67,341.43,6.75
1175.0,"KRISHNA A/C TUNGABHADRA, SANGAMESHWARAM",ANDHRA PRADESH,27.64,7.92,372.27,2.36,2.35,138.4,1086.0,6.3
39.0,KRISHNA AT GADWAL BRIDGE,ANDHRA PRADESH,28.09,7.97,762.09,8.4,0.52,116.67,277.14,6.45
1465.0,"KRISHNA AT WADAPALLY A/C WITH R. MUSI, A.P.(SHIFTED FROM 1220)",ANDHRA PRADESH,27.82,8.29,587.46,3.27,1.53,36.18,150.27,5.7
1786.0,"KRISHNA AT VEDADRI , GUNTUR",ANDHRA PRADESH,23.45,7.65,666.82,0.54,0.4,4.82,1745.45,6.75
1787.0,"KRISHNA AT AMARAVATI , GUNTUR",ANDHRA PRADESH,26.73,7.49,578.91,0.54,0.41,4.18,1409.09,6.28
25.0,KRISHNA AT VIJAYWADA,ANDHRA PRADESH,22.18,7.66,563.73,0.53,0.44,4.18,1581.82,6.61
3079.0,"D/S OF KRISHNA A/C WITH TREATED SEWAGE DISCHARGING FROM 10MLD STP LOCATED AT RAMALINGESHWARNAGAR, VIJAYAWADA,  KRISHNA",ANDHRA PRADESH,20.0,6.9,1376.33,0.77,0.87,4.0,1833.33,2.4
3083.0,"KRISHNA D/S OF SRISHAILAM,  KURNOOL",ANDHRA PRADESH,28.33,7.82,419.0,1.81,0.5,128.89,1281.11,6.03
1782.0,"KRISHNA AT HAMSALA DEEVI , GUNTUR",ANDHRA PRADESH,20.73,7.37,3646.91,0.56,0.47,3.82,1590.91,5.61
1491.0,BHAGIRATHI AT GANGOTRI,UTTARANCHAL,8.0,8.38,94.0,,,,,8.6
1484.0,ALKANANDA B/C MANDAKINI AT RUDRA PRAYAG,UTTARANCHAL,16.35,8.0,143.33,0.73,,5000.0,3866.67,9.65
1485.0,MANDAKINI B/C ALKALNADA AT RUDRAPRAYAG,UTTARANCHAL,16.9,8.13,86.67,4.6,,1100.0,107033.0,8.85
1486.0,ALKANANDA A/C MANDAKINI AT RUDRAPRAYAG,UTTARANCHAL,16.25,7.99,129.0,0.9,,,,8.85
1487.0,ALKANANDA B/C TO BHAGIRATHI AT DEVPRAYAG,UTTARANCHAL,16.78,8.1,136.33,1.07,,160000.0,160000.0,9.4
1488.0,BHAGIRATHI B/C WITH ALAKNANDA AT DEVPRAYAG,UTTARANCHAL,17.83,8.11,99.2,1.27,,17000.0,7946.67,6.95
1489.0,ALKANANDA A/C WITH BHAGIRATHI AT DEVPRAYAG,UTTARANCHAL,17.23,7.93,131.33,1.1,,,,8.95
1060.0,GANGA AT RISHIKESH U/S,UTTARANCHAL,17.47,7.73,119.25,1.3,,,81.67,8.43
2725.0,GANGA AFTER CONFL. OF RIVER SONG NEAR SATYANARAYAN TEMPLE D/S RAIWALA,UTTARANCHAL,21.73,7.85,387.89,6.2,,,1375.0,5.95
1061.0,GANGA AT HARIDWAR D/S,UTTARANCHAL,21.21,7.63,188.67,5.3,,,1445.45,7.2
2727.0,UPPER GANGA RIVER D/S ROORKEE,UTTARANCHAL,20.93,7.76,157.75,2.64,,,258.0,7.92
1062.0,GANGA AT GARHMUKTESHWAR,UTTAR PRADESH,19.58,7.38,219.75,3.37,0.4,920.08,2125.0,8.58
2488.0,"GANGA U/S, ANOOPSHAHAR",UTTAR PRADESH,19.33,7.33,221.75,3.12,0.26,351.67,661.67,9.22
2489.0,"GANGA D/S, ANOOPSHAHAR",UTTAR PRADESH,19.5,7.38,230.25,3.23,0.31,428.33,821.67,9.18
1145.0,GANGA AT NARORA (BULANDSAHAR),UTTAR PRADESH,20.33,7.34,216.25,2.65,0.29,595.0,1103.33,9.34
2490.0,"GANGA AT KACHHLA GHAT, ALIGARH",UTTAR PRADESH,20.33,7.38,251.08,2.69,0.33,731.67,1316.67,8.96
1063.0,GANGA AT KANNAUJ U/S (RAJGHAT),UTTAR PRADESH,24.75,8.08,107.58,3.99,1.09,4672.73,24163.6,8.57
1066.0,GANGA AT KANNAUJ D/S,UTTAR PRADESH,24.75,8.12,107.92,4.78,0.94,6045.45,29190.9,8.25
1146.0,GANGA AT BITHOOR (KANPUR),UTTAR PRADESH,24.75,8.21,104.82,4.13,0.76,4845.45,17245.5,8.71
1067.0,GANGA AT KANPUR U/S (RANIGHAT),UTTAR PRADESH,24.75,8.39,105.89,4.27,0.82,6245.45,26690.9,8.73
1068.0,GANGA AT KANPUR D/S (JAJMAU PUMPING STATION),UTTAR PRADESH,24.75,8.29,127.01,8.32,1.51,23927.3,111818.0,6.6
1147.0,GANGA AT DALMAU (RAI BAREILLY),UTTAR PRADESH,20.42,7.87,240.42,3.5,0.84,4641.67,7883.33,7.74
2498.0,"GANGA AT KALA KANKAR, RAEBARELI",UTTAR PRADESH,20.42,7.85,237.08,3.43,0.81,4400.0,7658.33,7.84
1046.0,GANGA AT ALLAHABAD (RASOOLABAD),UTTAR PRADESH,24.08,8.25,458.83,5.58,1.16,3058.33,7583.33,7.42
2487.0,"GANGA AT KADAGHAT, ALLAHABAD",UTTAR PRADESH,23.91,8.2,441.0,4.83,1.09,2600.0,4958.33,7.83
1049.0,GANGA AT ALLAHABAD D/S (SANGAM),UTTAR PRADESH,24.52,8.21,510.58,5.09,1.26,3450.0,9500.0,7.13
2485.0,"GANGA U/S, VINDHYACHAL, MIRZAPUR",UTTAR PRADESH,26.25,7.89,455.69,2.77,2.94,812.5,2575.0,8.51
2486.0,"GANGA D/S, MIRZAPUR",UTTAR PRADESH,26.58,7.76,460.31,3.32,4.09,2133.33,4058.33,7.85
1070.0,GANGA AT VARANASI U/S (ASSIGHAT),UTTAR PRADESH,24.93,8.2,250.5,3.2,,6783.33,16466.7,7.88
1071.0,GANGA AT VARANASI D/S (MALVIYA BRIDGE),UTTAR PRADESH,25.28,8.52,276.67,4.95,0.04,31666.7,45000.0,7.41
1073.0,GANGA AT TRIGHAT (GHAZIPUR),UTTAR PRADESH,25.06,8.46,288.25,3.67,0.83,14166.7,19250.0,7.61
2502.0,"SHUKRA TAL, MUZAFFARNAGAR, NEAR GANGA RIVER",UTTAR PRADESH,18.0,7.2,276.0,1.1,,90.0,150.0,7.6
3036.0,SHUKRA TAL (GANGA),UTTAR PRADESH,,7.95,374.5,,,14000.0,33000.0,
1074.0,"GANGA AT BUXAR,BIHAR",BIHAR,24.17,8.05,353.42,2.68,,2350.0,5700.0,8.23
2551.0,"GANGA AT BUXAR, RAMREKHAGHAT",BIHAR,24.35,7.92,361.5,3.22,,6166.67,19500.0,8.1
1077.0,"GANGA AT KHURJI, PATNA U/S",BIHAR,23.75,8.02,335.08,2.6,,2209.09,4163.64,11.7
2556.0,"GANGA AT INDRAPURI, DEHRI ON SONE",BIHAR,24.3,7.83,309.9,2.46,,960.0,2180.0,7.95
2564.0,"GANGA  AT THE CONFLUENCE OF SONE RIVER DORIGANJ, CHAPRA",BIHAR,22.73,8.03,343.75,2.67,,1405.83,4016.67,8.27
2552.0,GANGA DARBHANGA GHAT AT PATNA,BIHAR,24.25,8.07,351.83,2.79,,7250.0,20750.0,8.22
1079.0,"GANGA AT PATNA D/S (GANGA BRIDGE),BIHAR",BIHAR,24.29,8.08,357.5,2.81,,5166.67,15000.0,8.15
2555.0,"GANGA AT PUNPUN, PATNA",BIHAR,23.83,7.88,411.0,2.64,,1308.33,4000.0,7.66
2553.0,GANGA AT FATUHA,BIHAR,23.83,8.12,343.83,2.59,,1600.0,3750.0,8.33
1817.0,GANGA AT MOKAMA (U/S),BIHAR,23.82,7.99,324.73,2.52,,1840.0,4430.0,8.02
1815.0,GANGA AT MOKAMA (D/S),BIHAR,23.63,7.93,330.0,2.82,,5972.73,18636.4,7.89
1818.0,GANGA AT MUNGER,BIHAR,24.18,7.87,329.18,2.59,,2066.67,4100.0,8.05
2554.0,"GANGA AT SULTANGANJ, BHAGALPUR",BIHAR,23.95,7.88,336.36,2.6,,1777.78,4277.78,8.03
1819.0,GANGA AT BHAGALPUR,BIHAR,23.33,7.91,333.67,4.67,,4410.0,9200.0,7.89
1816.0,GANGA AT KAHALGAON,BIHAR,23.33,7.94,330.25,2.73,,3809.09,9563.64,8.12
3113.0,GANGA AT D/S BUXAR NEAR GANGA BRIDGE,BIHAR,24.42,8.05,346.75,2.74,,3625.0,9000.0,8.2
3114.0,GANGA RIVER NEAR DANAPUR (NEAR PIPAPUL),BIHAR,24.04,8.12,336.58,2.59,,2358.33,5416.67,8.37
3115.0,GANGA RIVER AT BARH,BIHAR,23.33,7.97,331.43,2.56,,1780.0,3640.0,8.16
3116.0,GANGA AT U/S MUNGER (NEAR INTAKE WELL ON GANGA),BIHAR,23.8,7.89,322.4,2.54,,1766.67,4488.89,8.02
3117.0,GANGA AT U/S SULTANGANJ,BIHAR,23.28,7.92,334.22,2.49,,2437.5,5112.5,8.1
3118.0,GANGA AT U/S BHAGALPUR,BIHAR,26.5,7.85,341.0,2.7,,2700.0,8000.0,7.6
3122.0,"GANGA AT MALSALAMI, PATNA",BIHAR,24.0,8.06,340.67,2.61,,2233.33,5516.67,8.23
3123.0,GANGA RIVER AT BARAHIA,BIHAR,26.4,7.94,327.6,2.46,,2175.0,8150.0,7.86
1080.0,GANGA AT BAHARAMPORE,WEST BENGAL,26.92,7.82,281.18,3.42,0.57,41816.7,59983.3,7.63
2511.0,"NABADIP ON GANGA,GHOSHPARA NEAR MONIPURGHAT",WEST BENGAL,27.0,7.78,275.29,2.37,0.58,28975.0,48425.0,7.55
2506.0,"TRIBENI ON GANGA, NEAR BURNING GHAT",WEST BENGAL,27.0,8.11,273.36,1.64,0.35,12925.0,19791.7,7.37
1054.0,GANGA AT PALTA,WEST BENGAL,27.58,7.8,287.97,3.13,0.64,156417.0,262250.0,7.03
1472.0,GANGA AT SERAMPORE,WEST BENGAL,27.29,7.99,280.12,2.35,0.52,128667.0,162750.0,7.0
1053.0,GANGA AT DAKSHMINESWAR,WEST BENGAL,28.25,7.82,314.58,4.13,0.49,493750.0,1076667.0,6.08
1471.0,GANGA AT HOWRAH-SHIVPUR,WEST BENGAL,27.33,7.81,305.83,2.94,0.46,131250.0,345417.0,6.02
1470.0,GANGA AT GARDEN REACH,WEST BENGAL,27.25,7.91,311.92,3.25,0.57,198333.0,590417.0,6.23
1052.0,GANGA AT ULUBERIA,WEST BENGAL,27.33,7.81,331.17,3.25,0.45,30333.3,74500.0,5.48
1469.0,GANGA AT DIAMOND HARBOUR,WEST BENGAL,27.58,7.91,2447.92,2.43,0.41,25500.0,57416.7,6.67
1399.0,ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS,GOA,31.0,7.2,52.0,2.1,0.08,,90.0,5.86
1475.0,ZUARI AT PANCHAWADI,GOA,29.5,6.82,408.25,1.25,0.17,1300.0,3808.11,6.06
3181.0,RIVER ZUARI AT BORIM BRIDGE,GOA,30.17,6.89,143.01,1.28,0.09,4100.0,11113.3,5.5
3182.0,RIVER ZUARI AT MARCAIM JETTY,GOA,28.83,7.22,60.05,1.46,0.08,428.0,2308.63,5.4
1400.0,MANDOVI AT NEGHBOURHOOD OF PANAJI,GOA,29.0,7.21,34.42,5.25,0.17,854.86,3322.14,5.77
1476.0,"MANDOVI AT TONCA, MARCELA",GOA,28.5,6.7,125.01,1.51,0.14,1638.33,5793.43,5.9
3185.0,MANDOVI AT AMONA BRIDGE,GOA,28.17,6.72,175.18,1.27,0.1,772.0,3636.0,6.37
3186.0,RIVER MANDOVI AT IFFI JETTY,GOA,29.67,7.73,38.66,1.27,0.06,1296.0,4516.67,6.15
3187.0,MANDOVI NEAR HOTEL MARRIOT,GOA,29.83,7.76,39.31,1.5,0.06,1032.0,5840.0,6.12
1543.0,KALNA AT CHANDEL- PERNEM,GOA,27.25,6.86,60.53,0.7,0.09,1430.0,4387.71,7.34
1548.0,RIVER ASSONORA AT ASSONORA,GOA,28.13,6.57,71.01,1.47,0.14,2495.0,3948.67,6.76
2276.0,"BICHOLIM VARAZAN NAGAR, BICHOLIM",GOA,29.42,6.51,129.36,2.27,0.49,5867.56,16691.1,7.43
2275.0,"RIVER CHAPORA NEAR ALORNA FORT ,PERNEM",GOA,28.33,6.76,503.0,1.6,0.66,964.75,2403.89,7.0
3189.0,RIVER CHAPORA AT SIOLIM,GOA,29.0,7.52,31.15,1.62,0.06,1466.0,4266.67,6.3
1546.0,KHANDEPAR AT OPA - PONDA,GOA,28.5,6.75,70.06,0.83,0.17,716.0,3567.33,7.09
2270.0,"KHANDEPAR AT CODLI NR BDG, U/S OPA WATERWORKS,SANGUEM",GOA,29.67,6.76,69.23,1.21,0.12,457.33,2446.11,7.3
2272.0,"RIVER KUSHAWATI NEAR BUND AT KEVONA,RIVON,SANGUEM",GOA,28.33,6.6,117.99,0.98,0.22,1103.5,3496.11,6.73
1545.0,RIVER MADAI AT DABOS -  VALPOI,GOA,28.25,6.79,80.39,1.26,0.06,273.86,1404.29,7.44
2274.0,RIVER MAPUSA ON CULVERT ON HIGHWAY MAPUSA-PANAJI,GOA,29.42,6.56,250.01,2.42,0.16,1571.86,5889.44,4.49
2271.0,"SAL PAZORKHONI, CUNCOLIM (NEAR CULVERT MARGAO- CANACONA NATIONAL HIGHWAY)",GOA,28.42,6.9,74.45,1.85,0.19,1074.11,3937.22,6.08
2273.0,"RIVER SAL NEAR HOTEL LEELA MOBOR,CAVELOSSIM",GOA,29.92,7.3,44.01,1.63,0.14,962.44,2793.89,5.91
3183.0,"SAL AT KHAREBAND, MARGAO",GOA,30.17,6.48,195.03,4.78,0.35,7980.0,14216.7,2.38
3184.0,"SAL AT ORLIM BRIDGE, ORLIM",GOA,31.17,6.79,206.89,1.77,0.34,818.0,2280.0,4.02
3190.0,RIVER SINQUERIM (CANDOLIM SIDE NEAR BRIDGE),GOA,29.33,7.65,40.0,1.57,0.07,290.0,1330.3,5.42
3191.0,RIVER SINQUERIM NEAR NERUL TEMPLE,GOA,29.67,7.63,41.06,1.37,0.08,951.67,2516.67,5.33
1547.0,RIVER TALPONA AT CANACONA,GOA,28.88,6.93,54.11,0.82,0.21,666.71,3059.29,7.0
3188.0,RIVER TIRACOL AT TIRACOL,GOA,29.17,7.72,43.82,2.05,0.08,1200.0,830.6,5.9
1544.0,VALVANT AT SANKLI - BICHOLIM,GOA,29.25,6.54,59.79,1.7,0.13,2926.29,8162.86,7.13
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
2205.0,MER BEEL AT MADHABPUR,ASSAM,23.0,6.5,92.0,4.9,0.2,0.0,822.5,6.38
2206.0,DALONI BEEL NEAR JOGIGHOPA,ASSAM,24.5,7.33,148.25,4.85,0.25,90.0,1102.5,6.18
1263.0,ELANGABEEL SYSTEM POND (CONNECTED TO R. KOLANG),ASSAM,31.75,10.08,2122.5,19.65,0.63,0.0,227.5,2.25
2207.0,BOR BEEL AT JAKAI.,ASSAM,22.25,6.53,104.5,4.18,0.2,90.0,675.0,6.33
2208.0,"BORPUKHURI, NAZIRA",ASSAM,24.0,6.98,32.75,3.0,0.15,0.0,530.0,6.2
2209.0,"GAURISAGAR TANK, GAURISAGAR",ASSAM,24.0,6.88,20.25,3.48,0.12,0.0,587.5,6.5
2210.0,"RAJMAW PUKHURI, JORHAT",ASSAM,24.75,7.08,78.0,3.6,0.1,150.0,952.5,5.88
2211.0,"PADUMPUKHURI, TEZPUR",ASSAM,23.75,7.8,283.25,8.03,0.37,75.0,540.0,9.63
2212.0,"GOPHUR TANK, GOPHUR",ASSAM,24.25,6.93,114.0,4.83,0.53,0.0,600.0,8.35
2213.0,"JAIPAL PUKHURI, SIPAJHAR",ASSAM,23.75,6.8,25.25,6.48,0.14,0.0,720.0,8.35
2214.0,"BOTODRIVA SATRA POND, NAGAON",ASSAM,26.67,6.83,27.33,3.33,0.14,0.0,666.67,7.43
2215.0,SARAN BEEL,ASSAM,29.0,7.0,119.0,3.38,0.17,75.0,822.5,6.2
2216.0,"DIGHALI PUKHURI, GUWAHATI",ASSAM,27.0,7.83,174.75,10.7,0.56,180.0,540.0,11.65
2217.0,"SUBHAGYA KUNDA POND KAMAKHYA TEMPLE, GUWAHATI",ASSAM,19.08,7.0,395.5,5.3,0.47,1065.0,1850.0,9.88
2218.0,"DEEPAR BEEL AT BORAGAON NEAR IASST, GUWAHATI",ASSAM,26.25,7.05,263.0,5.03,0.17,90.0,1440.0,5.35
2219.0,"BISHNU PUSKAR PUKHURI OF HAYAGRIB MADHAB TEMPLE, HAJO",ASSAM,26.75,7.65,235.25,5.93,0.18,90.0,915.0,6.88
2220.0,"CHAND DUBI BEEL, CHAND DUBI",ASSAM,27.75,6.93,34.25,2.35,0.13,0.0,1057.5,7.33
2221.0,"GANGA PUKHURI, NALBARI (GORDON SCHOOL)",ASSAM,28.25,7.0,53.5,3.73,0.18,180.0,967.5,6.7
2222.0,RAJADINIA PUKHURI AT ABHAYAPURI,ASSAM,25.0,7.53,45.0,6.35,0.09,165.0,725.0,6.2
2223.0,MAHAMAYA MANDIR PUKHURI,ASSAM,27.0,7.23,92.5,4.75,0.26,90.0,772.5,6.18
2224.0,RAJAPUKHURI AT GAURIPUR,ASSAM,27.5,7.4,73.25,8.28,0.15,0.0,620.0,6.18
2225.0,"BASKANDI POND INSIDE THE BASKANDI MADRASA, BASKANDI",ASSAM,13.25,7.15,150.25,3.15,0.3,227.5,875.0,6.65
2226.0,SIVASAGAR TANK (BORPUKHURI) NEAR SIVADOL,ASSAM,24.25,6.7,21.0,3.13,0.12,75.0,1057.5,6.1
2227.0,"HORDAI PUKHURI, CHARAIDEW",ASSAM,24.25,6.73,25.0,2.3,0.12,0.0,627.5,6.2
2228.0,GALA BEEL AT DERGAON,ASSAM,31.25,6.93,134.5,2.25,0.21,0.0,820.0,5.25
1532.0,"*GOYSAGAR TANK, SIBSAGAR",ASSAM,23.0,6.7,20.0,2.43,0.13,0.0,1075.0,6.2
1425.0,LOKTAK LAKE AT THANA,MANIPUR,29.0,7.44,108.0,2.55,,,38.0,7.23
1426.0,LOKTAK LAKE AT BISHNUPUR,MANIPUR,28.6,7.15,128.7,3.59,,,42.0,8.99
1629.0,SENDRA (LOKTAK LAKE),MANIPUR,29.4,7.54,101.34,2.7,,,35.0,9.63
1630.0,"KARANG,ISLAND (LOKTAK LAKE)",MANIPUR,29.8,7.24,119.6,2.37,,,37.0,7.76
2837.0,"PUMLEN LAKE AT TOKPACHING, DISTT. THOUBAL",MANIPUR,29.0,7.13,189.08,3.37,,,40.0,6.78
2839.0,"PUKHRI AT LANGMEIDONG, DISTT. THOUBAL",MANIPUR,30.0,7.54,195.04,5.79,,,21.0,8.99
2840.0,"LAMJAO PUKHURI AT ACHOUBA, DISTT. THOUBAL",MANIPUR,29.0,7.44,194.36,2.49,,,32.0,9.14
2841.0,HIRANMEI PUKHURI AT THOUBAL,MANIPUR,29.4,7.34,237.2,4.19,,,26.0,7.91
